Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-npnb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
9,1625619169240,07/07/2021 00:52:49,1625619168317,10,07/07/2021 10:52:48,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_button_image,29110.800000024028,,,ICAR45_E.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1625619169761,07/07/2021 00:52:49,1625619168749,10,07/07/2021 10:52:48,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,452.52700000000186,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1625619202748,07/07/2021 00:53:22,1625619201824,10,07/07/2021 10:53:21,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonA,response_button_image,32985.40000000503,,,ICAR46_A.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1625619203277,07/07/2021 00:53:23,1625619202270,10,07/07/2021 10:53:22,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,452.9210000000021,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1625619240567,07/07/2021 00:54:00,1625619239621,10,07/07/2021 10:53:59,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,37254.79999999516,,,ICAR47_B.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1625619241068,07/07/2021 00:54:01,1625619240065,10,07/07/2021 10:54:00,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,449.4100000000035,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1625619261082,07/07/2021 00:54:21,1625619260142,10,07/07/2021 10:54:20,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonD,response_button_image,19987.800000002608,,,ICAR48_D.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1625619261566,07/07/2021 00:54:21,1625619260576,10,07/07/2021 10:54:20,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,444.7930000000051,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1625619290748,07/07/2021 00:54:50,1625619289817,10,07/07/2021 10:54:49,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone2,response_button_image,29154.899999964982,,,ICAR50_F.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1625619291283,07/07/2021 00:54:51,1625619290264,10,07/07/2021 10:54:50,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,456.6050000000105,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1625619334704,07/07/2021 00:55:34,1625619333771,10,07/07/2021 10:55:33,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonC,response_button_image,43407.30000002077,,,ICAR53_C.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1625619335243,07/07/2021 00:55:35,1625619334219,10,07/07/2021 10:55:34,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,455.69800000003306,,,,0,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1625619346449,07/07/2021 00:55:46,1625619345499,10,07/07/2021 10:55:45,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,buttonD,response_button_image,11184.40000002738,,,ICAR54_D.png,1,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1625619346941,07/07/2021 00:55:46,1625619345937,10,07/07/2021 10:55:45,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,449.00299999996787,,,,0,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1625619387351,07/07/2021 00:56:27,1625619386428,10,07/07/2021 10:56:26,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,buttonC,response_button_image,40402.299999957904,,,ICAR55_C.png,1,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1625619387863,07/07/2021 00:56:27,1625619386872,10,07/07/2021 10:56:26,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,448.3620000000228,,,,0,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1625619418046,07/07/2021 00:56:58,1625619417121,10,07/07/2021 10:56:57,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_button_image,30179.300000017975,,,ICAR56_E.png,1,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1625619418483,07/07/2021 00:56:58,1625619417563,10,07/07/2021 10:56:57,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,452.9089999999851,,,,0,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1625619423131,07/07/2021 00:57:03,1625619422232,10,07/07/2021 10:57:02,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,4645.000000018626,,,,0,,,,,,,,end,,,,,,,,,
28,1625619423462,07/07/2021 00:57:03,1625619422239,10,07/07/2021 10:57:02,49896,10,task-mowt,,14112534,1003,4173337,,complete,,,mobile,Samsung SM-A315G,Android 11,Samsung Internet 14.2,915x412,837x364,,,,Baseline - ICARRavensMatrix,2,DECAB,Spreadsheet1,,,END TASK,,,,,375815,,,,,,,,,,,,,,,,,,,,,
1,1624419633739,23/06/2021 03:40:33,1624419633516,10,23/06/2021 13:40:33,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1624419656613,23/06/2021 03:40:56,1624419656436,10,23/06/2021 13:40:56,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,22740,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1624419657049,23/06/2021 03:40:57,1624419656875,10,23/06/2021 13:40:56,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,450.3799999999974,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1624419686090,23/06/2021 03:41:26,1624419685878,10,23/06/2021 13:41:25,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,Zone1,response_button_image,28984,,,ICAR43_E.png,1,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1624419686512,23/06/2021 03:41:26,1624419686324,10,23/06/2021 13:41:26,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,450.3799999999974,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1624419689942,23/06/2021 03:41:29,1624419689685,10,23/06/2021 13:41:29,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,3352,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1624419714647,23/06/2021 03:41:54,1624419714477,10,23/06/2021 13:41:54,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,24764,,,ICAR44_C.png,1,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1624419715086,23/06/2021 03:41:55,1624419714924,10,23/06/2021 13:41:54,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,450.3600000000006,,,,0,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1624419733416,23/06/2021 03:42:13,1624419733261,10,23/06/2021 13:42:13,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone2,response_button_image,18313,,,ICAR45_F.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1624419733874,23/06/2021 03:42:13,1624419733700,10,23/06/2021 13:42:13,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,450.45999999999185,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1624419748863,23/06/2021 03:42:28,1624419748702,10,23/06/2021 13:42:28,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonD,response_button_image,14977,,,ICAR46_D.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1624419749306,23/06/2021 03:42:29,1624419749141,10,23/06/2021 13:42:29,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,450.22000000000116,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1624419792583,23/06/2021 03:43:12,1624419792415,10,23/06/2021 13:43:12,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,43254,,,ICAR47_B.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1624419793036,23/06/2021 03:43:13,1624419792864,10,23/06/2021 13:43:12,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,450.7600000000093,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1624419841959,23/06/2021 03:44:01,1624419841786,10,23/06/2021 13:44:01,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonC,response_button_image,48892,,,ICAR48_C.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1624419842472,23/06/2021 03:44:02,1624419842223,10,23/06/2021 13:44:02,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,450.3399999999965,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1624419872531,23/06/2021 03:44:32,1624419872384,10,23/06/2021 13:44:32,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonB,response_button_image,30132,,,ICAR50_B.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1624419872999,23/06/2021 03:44:32,1624419872829,10,23/06/2021 13:44:32,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,450.35999999998603,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1624419921356,23/06/2021 03:45:21,1624419921173,10,23/06/2021 13:45:21,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonB,response_button_image,48316,,,ICAR53_B.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1624419921774,23/06/2021 03:45:21,1624419921607,10,23/06/2021 13:45:21,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,450.35999999998603,,,,0,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1624419965546,23/06/2021 03:46:05,1624419965382,10,23/06/2021 13:46:05,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,buttonC,response_button_image,43751,,,ICAR54_C.png,1,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1624419966001,23/06/2021 03:46:06,1624419965829,10,23/06/2021 13:46:05,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,448.8400000000256,,,,0,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1624419989640,23/06/2021 03:46:29,1624419989471,10,23/06/2021 13:46:29,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,buttonC,response_button_image,23627,,,ICAR55_C.png,1,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1624419990109,23/06/2021 03:46:30,1624419989911,10,23/06/2021 13:46:29,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,450.4000000000233,,,,0,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1624420010916,23/06/2021 03:46:50,1624420010752,10,23/06/2021 13:46:50,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,buttonC,response_button_image,20825,,,ICAR56_C.png,1,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1624420011346,23/06/2021 03:46:51,1624420011188,10,23/06/2021 13:46:51,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,450.38000000000466,,,,0,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1624420013635,23/06/2021 03:46:53,1624420013470,10,23/06/2021 13:46:53,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,2276,,,,0,,,,,,,,end,,,,,,,,,
28,1624420013960,23/06/2021 03:46:53,1624420013475,10,23/06/2021 13:46:53,49896,10,task-mowt,,13714720,bon5maxi,4111832,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1366,,,,Baseline - ICARRavensMatrix,2,CDBEA,Spreadsheet1,,,END TASK,,,,,379959,,,,,,,,,,,,,,,,,,,,,
1,1624342472845,22/06/2021 06:14:32,1624342472633,10,22/06/2021 16:14:32,49896,10,task-mowt,,13681137,4f1mb8ov,4103595,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1257,,,,Baseline - ICARRavensMatrix,2,ABECD,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1624342492439,22/06/2021 06:14:52,1624342492272,10,22/06/2021 16:14:52,49896,10,task-mowt,,13681137,4f1mb8ov,4103595,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 86.0,2560x1440,2560x1257,,,,Baseline - ICARRavensMatrix,2,ABECD,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,19503,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
